1374389535140|2011-10-06T17:40:29.871+0000|62.102.148.70|Firefox|About Sammy Sosa, asons with the Chicago White About Alfred Hitchcock, h would be utterly different About Frank Zappa,  categorize. His 1966 |141
1374389535141|2011-10-07T00:53:03.865+0000|31.130.237.152|Internet Explorer|thanks|6
1374389535142|2011-10-07T07:47:37.819+0000|62.63.235.185|Opera|thx|3
1374389535143|2011-10-06T20:22:34.492+0000|62.102.148.70|Firefox|About Sammy Sosa,  steroid use during his plaAbout Thailand, a. Its maritime bou|80
1374389535144|2011-10-07T15:14:21.799+0000|62.102.148.70|Firefox|right|5
1374389535145|2011-10-06T16:07:18.773+0000|62.102.148.70|Firefox|thanks|6
687194767787|2010-11-22T06:30:11.921+0000|31.130.237.152|Internet Explorer|right|5
687194767788|2010-11-23T01:59:19.405+0000|31.130.237.152|Internet Explorer|yes|3
687194767789|2010-11-22T08:54:04.230+0000|193.34.198.27|Opera|no|2
687194767790|2010-11-23T00:57:40.434+0000|31.130.237.152|Internet Explorer|About Paul Capdeville, his secondAbout The Wall, ived booriAbout Joseph Mc|74
687194767791|2010-11-22T10:25:29.683+0000|193.34.198.27|Opera|maybe|5
687194767792|2010-11-23T08:59:57.343+0000|62.102.148.70|Firefox|thanks|6
687194767793|2010-11-23T02:17:36.758+0000|193.34.198.27|Opera|I see|5
687194767794|2010-11-23T12:06:05.626+0000|31.130.237.152|Internet Explorer|ok|2
687194767795|2010-11-22T15:38:20.243+0000|62.63.235.185|Opera|About Louis Philippe I, poleon III wouldAbout Yevgeny Kafelnikov, the 1996 French About Li|90
687194767796|2010-11-22T18:16:15.036+0000|62.102.148.70|Firefox|About Yevgeny Kafelnikov, d the 1999 Australian About Robbie Williams, ejoined Take |84
687194767797|2010-11-23T07:24:05.340+0000|31.130.237.152|Internet Explorer|LOL|3
687194767798|2010-11-22T18:30:41.723+0000|31.150.112.216|Internet Explorer|thx|3
137438953912|2010-04-28T15:19:24.230+0000|31.130.237.152|Internet Explorer|About Edvard Munch, ch (12 DeceAbout Bertrand Russell, ilosophy ofAbout Ill Communi|83
137438953913|2010-04-28T23:36:03.248+0000|193.34.198.27|Opera|About Leonardo da Vinci, n been desAbout The Sickness, ike DisturAbout I Should Be So Lu|88
137438953915|2010-04-28T09:47:02.391+0000|193.34.198.27|Opera|no way!|7
137438953916|2010-04-28T17:33:46.501+0000|31.130.237.152|Internet Explorer|no way!|7
137438953917|2010-04-28T12:07:35.253+0000|31.130.237.152|Internet Explorer|About Edvard Munch, f the main tenets of late About Vladimir Putin, automotive industry. EconoAbout Ray of Light, ctronic music within its cAbout Smells|152
137438953918|2010-04-28T14:53:12.752+0000|193.34.198.27|Opera|ok|2
137438953919|2010-04-28T19:42:49.013+0000|193.34.198.27|Opera|About Ray of Light, rous record, as welAbout Peru, It covers a high hiAbou|74
137438953920|2010-04-28T21:48:06.615+0000|31.130.237.152|Internet Explorer|fine|4
137438953921|2010-04-28T12:09:44.986+0000|193.34.198.27|Opera|maybe|5
137438953922|2010-04-28T09:32:54.465+0000|193.34.198.27|Opera|About Vladimir Putin, 0, and again from 2008 to 2012. PutiAbout Pablo Picasso, portrayal of the German bombing of GAbout Herbert Hoover, ongly in the Efficiency Movement, whAb|175
137438953923|2010-04-29T09:23:40.817+0000|31.130.237.152|Internet Explorer|no|2
137438953924|2010-04-28T12:18:55.939+0000|193.34.198.27|Opera|great|5
137438953925|2010-04-28T16:37:57.116+0000|31.130.237.152|Internet Explorer|About Edvard Munch, painter and prAbout Vladimir Nabokov, he Modern LibrAbout |78
137438953926|2010-04-29T01:25:25.152+0000|31.130.237.152|Internet Explorer|LOL|3
137438953927|2010-04-29T02:49:00.649+0000|193.34.198.27|Opera|ok|2
137438953928|2010-04-29T12:23:58.453+0000|31.130.237.152|Internet Explorer|great|5
137438953929|2010-04-28T09:30:48.090+0000|31.130.237.152|Internet Explorer|great|5
137438953930|2010-04-29T02:11:18.140+0000|193.34.198.27|Opera|maybe|5
1374389535180|2011-10-07T08:51:55.478+0000|62.63.235.185|Opera|duh|3
1374389535181|2011-10-07T14:25:58.134+0000|190.6.90.133|Chrome|no way!|7
1374389535182|2011-10-07T01:36:19.612+0000|31.150.112.216|Internet Explorer|About Niandra Lades and Usually Just a T-Shirt, Blood Sugar SAbout Guam, nd in the regAbo|89
1374389535183|2011-10-07T15:52:19.985+0000|14.102.152.192|Chrome|no way!|7
1374389535184|2011-10-07T21:13:00.483+0000|190.6.90.133|Chrome|right|5
1374389535185|2011-10-07T04:38:40.544+0000|31.130.237.152|Internet Explorer|good|4
1374389535186|2011-10-07T06:53:38.385+0000|14.102.152.192|Chrome|no|2
1374389535187|2011-10-07T02:03:31.934+0000|62.63.235.185|Opera|thanks|6
1374389535188|2011-10-06T22:20:57.861+0000|31.150.112.216|Internet Explorer|About Sammy Sosa, k McGwire achievAbout Tom Waits,  Academy Award fAbout Nian|77
1374389535189|2011-10-07T04:10:04.246+0000|193.34.198.27|Opera|thanks|6
1374389535190|2011-10-07T02:09:29.325+0000|190.6.90.133|Chrome|yes|3
1374389535191|2011-10-06T21:50:56.293+0000|62.63.235.185|Opera|great|5
1374389535192|2011-10-07T12:44:32.968+0000|193.34.198.27|Opera|thx|3
1374389535193|2011-10-07T03:14:19.028+0000|62.102.148.70|Firefox|no way!|7
1374389535194|2011-10-07T07:37:23.018+0000|31.150.112.216|Internet Explorer|About Sammy Sosa, ne of the league's bestAbout Charles I of England, r, did not take up the About Niandra Lades and Usually Just a T-Shirt, ic around anymore|157
1374389535195|2011-10-07T02:21:18.656+0000|31.150.112.216|Internet Explorer|thx|3
1374389535196|2011-10-07T09:57:02.732+0000|62.63.235.185|Opera|About Sammy Sosa,  home runAbout Henry V of England, f dysenteAbout Niandr|74
137438953950|2010-04-28T22:11:46.916+0000|193.34.198.27|Opera|yes|3
137438953951|2010-04-29T08:40:29.259+0000|31.130.237.152|Internet Explorer|About Judy Garland, Lorna Luft, and Joey Luft. In 1997, GarlandAbout Live in Hyde Park,  for The Prince's Trust and featured songs About You Got It, t 100 Singles Chart in|171
137438953952|2010-04-29T17:21:34.951+0000|31.130.237.152|Internet Explorer|About Edvard Munch, f his most weAbout Judy Garland,  teenager. ThAbout Slove|77
1374389535202|2011-10-06T17:00:58.933+0000|190.6.90.133|Chrome|no|2
1374389535203|2011-10-06T17:06:50.753+0000|31.150.112.216|Internet Explorer|right|5
1374389535204|2011-10-06T17:26:03.020+0000|31.150.112.216|Internet Explorer|yes|3
1374389535205|2011-10-07T01:58:20.485+0000|14.102.152.192|Chrome|About Sammy Sosa, eached in 2001. The About Thailand, y is home to a numbeAbo|77
1374389535206|2011-10-06T18:30:23.018+0000|62.63.235.185|Opera|LOL|3
1374389535207|2011-10-07T06:03:51.662+0000|14.102.152.192|Chrome|great|5
1374389535208|2011-10-07T04:46:03.896+0000|190.6.90.133|Chrome|yes|3
1374389535209|2011-10-07T11:50:19.600+0000|62.102.148.70|Firefox|no way!|7
1374389535210|2011-10-07T05:31:48.092+0000|31.150.112.216|Internet Explorer|thanks|6
1374389535211|2011-10-06T17:20:52.311+0000|62.102.148.70|Firefox|right|5
1374389535212|2011-10-07T15:04:11.745+0000|190.6.90.133|Chrome|About Sammy Sosa,  record setting 1930About Thailand, migrants in ThailandAbo|77
687194767854|2010-11-22T01:42:54.870+0000|31.130.237.152|Internet Explorer|LOL|3
687194767855|2010-11-22T22:04:35.675+0000|62.102.148.70|Firefox|thanks|6
687194767856|2010-11-22T02:43:01.293+0000|193.34.198.27|Opera|fine|4
687194767857|2010-11-22T03:28:04.263+0000|62.63.235.185|Opera|About Paul Capdeville, t competitiveAbout Charles de Gaulle, d the Free FrAbout Isaac Newt|90
687194767858|2010-11-22T05:07:13.836+0000|62.102.148.70|Firefox|thanks|6
687194767859|2010-11-22T14:19:32.924+0000|193.34.198.27|Opera|About Paul Capdeville,  quartersAbout Charles de Gaulle, s promoteAbout Terry P|79
687194767860|2010-11-22T03:28:51.016+0000|31.150.112.216|Internet Explorer|great|5
687194767861|2010-11-22T03:34:37.218+0000|62.63.235.185|Opera|roflol|6
687194767862|2010-11-22T05:06:40.778+0000|193.34.198.27|Opera|duh|3
687194767863|2010-11-22T15:06:40.483+0000|193.34.198.27|Opera|great|5
687194767864|2010-11-22T05:43:04.128+0000|31.150.112.216|Internet Explorer|fine|4
687194767865|2010-11-22T01:32:35.201+0000|31.130.237.152|Internet Explorer|no way!|7
687194767866|2010-11-22T02:36:18.913+0000|31.130.237.152|Internet Explorer|About Isaac Newton, Kepler's laws About Terry Pratchett, rst novel, TheAbout Mel Bl|83
687194767867|2010-11-22T19:09:36.055+0000|31.150.112.216|Internet Explorer|About Isaac Newton, he most imporAbout Judy Garland,  for her roleAbout Mel Blanc, uck, P|89
687194767868|2010-11-22T02:45:34.683+0000|31.130.237.152|Internet Explorer|roflol|6
687194767869|2010-11-22T15:42:20.032+0000|62.102.148.70|Firefox|ok|2
687194767870|2010-11-22T08:42:48.250+0000|62.63.235.185|Opera|About Charles V, Holy Roman Emperor, f the Burgundian Netherlands;About Paul Capdeville, 83 in Santiago) is a Chilean About Charles de Gaulle, rant independence to that co|171
687194767871|2010-11-22T17:10:45.737+0000|31.130.237.152|Internet Explorer|no way!|7
687194767872|2010-11-22T08:47:05.241+0000|62.102.148.70|Firefox|good|4
824633721347|2011-01-09T10:46:55.372+0000|91.149.169.27|Chrome|no|2
824633721348|2011-01-09T16:10:00.200+0000|80.191.83.175|Chrome|About Louis I of Hungary, nian: Liudvikas I Vengras was King of HuAbout Abkhazi|79
2061584302598|2012-08-28T06:01:02.760+0000|80.191.83.175|Chrome|no|2
2061584302599|2012-08-27T13:45:32.600+0000|111.84.249.177|Internet Explorer|About Louis I of Hungary, nd King of Poland from 1370 unAbout Buddy Holly, , and exerted|88
2061584302600|2012-08-28T03:28:09.539+0000|80.191.83.175|Chrome|maybe|5
2061584302601|2012-08-28T12:58:44.165+0000|81.28.60.168|Internet Explorer|thanks|6
2061584302602|2012-08-27T20:12:14.742+0000|31.31.168.107|Safari|LOL|3
2061584302603|2012-08-28T06:12:38.371+0000|81.28.44.244|Chrome|no|2
2061584302604|2012-08-27T18:14:35.603+0000|31.31.168.107|Safari|duh|3
962072674830|2011-04-06T22:30:05.004+0000|91.149.169.27|Chrome|maybe|5
962072674831|2011-04-07T17:39:47.695+0000|80.191.83.175|Chrome|right|5
962072674832|2011-04-07T02:16:47.808+0000|91.149.169.27|Chrome|About Louis I of Hungary, ch who came into collision with the OttomAbout Mongolia|81
962072674833|2011-04-07T19:06:22.430+0000|1.0.235.12|Chrome|About Louis I of Hungary, he Great (Hungarian: I. Lajos, Croatian: Ludovik I, Polish: Ludwik Węgierski, UkAbout Malacca Sultanate, y the Malay ruler Parameswar|159
962072674834|2011-04-07T04:48:03.498+0000|91.149.169.27|Chrome|thanks|6
962072674835|2011-04-07T19:57:28.032+0000|46.21.207.11|Chrome|duh|3
962072674836|2011-04-07T05:48:05.085+0000|192.223.88.63|Chrome|thanks|6
962072674837|2011-04-07T08:58:57.440+0000|80.191.83.175|Chrome|About Louis I of Hungary, ring Dalmatia, with part of Bosnia and Bulgaria, within About Gaetano Donizetti,  Don|111
962072674838|2011-04-07T22:27:26.658+0000|200.13.148.38|Internet Explorer|roflol|6
962072674839|2011-04-07T12:04:35.860+0000|85.154.120.237|Firefox|cool|4
962072674840|2011-04-07T03:16:47.731+0000|192.223.88.63|Chrome|maybe|5
962072674841|2011-04-07T06:58:15.862+0000|91.149.169.27|Chrome|right|5
962072674842|2011-04-07T03:08:53.434+0000|1.0.235.12|Chrome|maybe|5
962072674843|2011-04-07T09:58:36.597+0000|200.13.148.38|Internet Explorer|I see|5
962072674844|2011-04-07T21:07:05.300+0000|85.154.120.237|Firefox|maybe|5
962072674845|2011-04-06T21:00:36.024+0000|62.93.169.198|Firefox|About Louis I of Hungary, little lasting political results. Louis iAbout Igor Str|81
962072674846|2011-04-07T02:38:45.612+0000|85.154.120.237|Firefox|cool|4
962072674847|2011-04-07T04:57:59.800+0000|80.191.83.175|Chrome|LOL|3
962072674848|2011-04-07T19:13:12.507+0000|80.191.83.175|Chrome|About Louis I of Hungary, n wars with the Republic of VAbout Clint Eastwood, ), Escap|85
962072674849|2011-04-06T21:17:48.398+0000|31.31.175.171|Chrome|About Franz Joseph I of Austria, t 45 years, although Franz Joseph personally sAbout Louis|90
1649267442211|2012-01-09T08:05:28.922+0000|91.149.169.27|Chrome|About Louis I of Hungary, rchs of the Late Middle Ages, extending terrAbout Louis XIII |87
1649267442212|2012-01-10T03:24:33.368+0000|14.196.249.198|Firefox|About Bruce Lee,  sources, in the spirit of his personal martial arts philosophy, whic|86
1649267442213|2012-01-10T14:57:10.420+0000|81.28.60.168|Internet Explorer|I see|5
1649267442214|2012-01-09T11:49:15.991+0000|91.149.169.27|Chrome|fine|4
1649267442215|2012-01-10T03:00:09.772+0000|31.31.175.171|Chrome|no way!|7
1649267442216|2012-01-09T11:25:05.887+0000|80.191.83.175|Chrome|About Friday on My Mind, voted Best Australian Song of all time by the Australasi|81
1649267442217|2012-01-10T06:31:18.533+0000|41.76.137.230|Chrome|maybe|5
1649267442218|2012-01-09T12:11:57.146+0000|31.13.145.140|Chrome|no|2
557|2010-02-19T11:49:30.647+0000|62.93.169.198|Firefox|About Sarah McLachlan, f the ASPCA, as well as various other cAbout Louis I |76
558|2010-02-19T18:38:33.724+0000|62.93.169.198|Firefox|About A Quick One, k-and-white photo montage of the band members accompanied by a short personality s|101
559|2010-02-20T03:34:13.918+0000|62.93.169.198|Firefox|About Louis I of Hungary,  the throne of Naples, with huge military success and the latter with little lasting politiAbout Elephunk,  the American Billboard 200 albums chart and wa|180
560|2010-02-20T03:50:36.476+0000|62.93.169.198|Firefox|ok|2
561|2010-02-19T08:42:39.307+0000|62.93.169.198|Internet Explorer|About Queen Victoria, ory, is known as the Victorian era. It was a period of industrial, |89
562|2010-02-20T08:04:32.716+0000|62.93.169.198|Firefox|fine|4
563|2010-02-19T12:46:45.134+0000|62.93.169.198|Firefox|yes|3
564|2010-02-19T19:11:32.284+0000|62.93.169.198|Firefox|About A Quick One,  was included on the original UK versiAbout Living in Da|75
565|2010-02-19T19:37:34.596+0000|62.93.169.198|Firefox|About A Quick One, over of the Holland–Dozier–Holland hit HeAbout Organisation f|80
566|2010-02-20T04:34:44.348+0000|62.93.169.198|Firefox|roflol|6
567|2010-02-20T04:02:41.346+0000|62.93.169.198|Firefox|cool|4
568|2010-02-19T14:57:46.316+0000|62.93.169.198|Firefox|ok|2
962072674874|2011-05-06T09:38:51.867+0000|31.31.175.171|Chrome|yes|3
962072674875|2011-05-06T05:48:20.992+0000|62.93.169.198|Firefox|good|4
962072674876|2011-05-06T04:20:37.947+0000|213.172.91.215|Chrome|cool|4
1099511628349|2011-05-06T20:33:18.790+0000|200.13.148.38|Internet Explorer|roflol|6
962072674878|2011-05-06T14:12:28.028+0000|58.71.70.41|Chrome|ok|2
962072674879|2011-05-06T03:52:47.095+0000|200.13.148.38|Internet Explorer|duh|3
962072674880|2011-05-06T10:47:05.793+0000|91.149.169.27|Chrome|thx|3
1649267442242|2012-01-19T15:25:47.652+0000|31.131.92.207|Chrome|ok|2
1649267442243|2012-01-19T06:33:37.035+0000|1.0.235.12|Chrome|roflol|6
1649267442244|2012-01-19T05:21:21.253+0000|62.93.169.198|Firefox|About Louis I of Hungary, Louis is the first European monarch who came About Tiptoe Throu|89
1649267442245|2012-01-19T06:08:22.099+0000|1.0.235.12|Chrome|great|5
1649267442246|2012-01-19T22:13:17.928+0000|1.0.235.12|Chrome|I see|5
1649267442247|2012-01-19T05:42:37.553+0000|41.76.137.230|Chrome|roflol|6
1649267442248|2012-01-20T02:22:43.265+0000|85.154.120.237|Firefox|About Louis I of Hungary, s, Croatian: Ludovik I, Polish: Ludwik WęgAbout The Dope|82
1649267442249|2012-01-20T14:57:13.174+0000|31.131.92.207|Chrome|roflol|6
1649267442250|2012-01-19T11:39:51.385+0000|85.154.120.237|Firefox|About Louis I of Hungary, ittle lasting political results. Louis is theAbout Union of Sou|89
1649267442251|2012-01-20T02:23:53.292+0000|31.31.168.107|Safari|cool|4
1649267442252|2012-01-19T14:18:48.074+0000|14.196.249.198|Firefox|About Ridley Scott, n Gangster (2007), Body of Lies (2008), and Prometheus (2|77
1649267442253|2012-01-20T10:58:49.159+0000|192.223.88.63|Chrome|yes|3
1649267442254|2012-01-19T05:20:32.158+0000|85.154.120.237|Firefox|About Charles II of England, ured a policy of religious tolerance. The major fore|81
1649267442255|2012-01-20T07:38:12.189+0000|62.93.169.198|Firefox|About Louis I of Hungary,  I. Veliký, Lithuanian: Liudvikas I VengrasAbout Miguel de|84
1649267442256|2012-01-19T13:27:05.533+0000|85.154.120.237|Firefox|About If It Makes You Happy,  number ten on the Billboard Hot 100 pop chart in the US. Th|89
1649267442257|2012-01-20T01:43:26.040+0000|46.17.91.36|Chrome|duh|3
1649267442258|2012-01-20T19:45:36.697+0000|31.31.175.171|Chrome|yes|3
2061584302676|2012-08-04T10:15:40.500+0000|31.31.168.107|Safari|thanks|6
2061584302677|2012-08-04T08:44:20.489+0000|14.196.249.198|Firefox|I see|5
412316861015|2010-07-07T23:56:49.831+0000|62.93.169.198|Firefox|yes|3
412316861016|2010-07-07T21:38:22.527+0000|192.223.88.63|Chrome|yes|3
412316861017|2010-07-08T03:39:05.883+0000|62.93.169.198|Firefox|roflol|6
412316861018|2010-07-07T21:55:13.901+0000|192.223.88.63|Chrome|About Louis I of Hungary,  was one of the most active and accomplished monarchs of About Joseph McCarthy,  term |112
412316861019|2010-07-08T07:38:56.180+0000|192.223.88.63|Chrome|About Britney Spears,  album by a teenage solo artist. During her first decade in the musi|90
412316861020|2010-07-08T07:39:07.980+0000|31.31.175.171|Chrome|cool|4
412316861021|2010-07-07T21:36:45.460+0000|62.93.169.198|Firefox|fine|4
412316861022|2010-07-08T06:55:21.057+0000|62.93.169.198|Firefox|Flying Without Wings is a song released by Irish boyband Westlife from the|74
412316861023|2010-07-08T14:51:57.172+0000|31.31.175.171|Chrome|ok|2
412316861024|2010-07-07T21:58:31.855+0000|62.93.169.198|Firefox|great|5
412316861025|2010-07-08T18:42:38.958+0000|192.223.88.63|Chrome|ok|2
1099511628387|2011-07-03T07:25:03.408+0000|80.191.83.175|Chrome|About John Mayer, orn and Raised, was released on May 22, 2012. About Stoned Love, instead|90
1099511628388|2011-07-03T21:58:52.191+0000|41.76.137.230|Chrome|About John Mayer, in 2007 Mayer won Best Pop Vocal Album foAbout Blackwater Park,|81
1099511628389|2011-07-03T07:36:56.103+0000|41.76.137.230|Chrome|About John Mayer, d for Best Male Pop Vocal PeAbout Donald Duck, ntolog Donald Du|81
1099511628390|2011-07-04T09:22:34.665+0000|80.191.83.175|Chrome|no way!|7
1099511628391|2011-07-03T09:20:32.768+0000|41.76.137.230|Chrome|About Kanye West, had 5 songs exceed 3 About John Mayer, es rock musician, sinAbo|81
1099511628392|2011-07-03T07:39:33.182+0000|80.191.83.175|Chrome|duh|3
1099511628393|2011-07-03T05:39:47.296+0000|91.149.169.27|Chrome|About Chet Atkins, ille sound, which expanded country's appeal to adult pop music fans as well. Atkins's p|106
1099511628394|2011-07-03T19:57:30.150+0000|41.76.137.230|Chrome|good|4
1099511628395|2011-07-03T16:10:12.758+0000|192.223.88.63|Chrome|About John Mayer, ed to Atlanta in 1997, wherAbout Jack Kerouac, olation Angels|79
1099511628396|2011-07-03T16:55:01.100+0000|31.31.175.171|Chrome|roflol|6
1099511628397|2011-07-04T01:11:48.535+0000|91.149.169.27|Chrome|duh|3
1099511628398|2011-07-03T19:19:30.347+0000|200.13.148.38|Internet Explorer|About Lewis Carroll, ies, increasing accessiAbout John Mayer, over 10 million albums Abo|88
1099511628399|2011-07-03T11:35:56.765+0000|80.191.83.175|Chrome|no|2
